sr_no,Dta,Dts,QFE,RF,Q,RH,S,SR,Sx,T
304,152,12,1003.6,0,608,93.6,4,20,6,18.11
305,153,21,1003.6,0,610,92.8,4,24,7,18.01
306,153,25,1003.3,0,612,92.5,5,18,6,17.93
307,137,20,1003,0,614,92.3,5,12,7,17.79
308,200,42,1003.6,0,616,92.5,4,12,7,17.51
309,213,14,1003.7,0,618,93.2,1,23,3,17.5
310,215,27,1004,0,620,93.8,2,14,5,17.47
311,222,14,1004,0,622,94.2,1,21,5,17.36
312,209,14,1003.8,0,624,94.9,2,22,4,17.46
313,192,12,1003.5,0,626,94.8,1,11,4,17.38
314,179,17,1003.6,0,628,94.7,2,24,5,17.28
315,195,11,1003.2,0,630,95,1,14,4,17.33
316,199,21,1003.7,0,632,94.9,0,24,0,17.27
317,256,14,1003.9,0,634,95,0,18,0,17.15
318,227,5,1004.1,0,636,95.1,0,24,0,17.11
319,226,0,1004.3,0,638,95.1,0,18,0,16.96
320,226,0,1004.5,0,640,95.5,0,23,0,16.97
321,226,0,1004.5,0,642,95.8,0,12,0,16.85
322,227,8,1004.1,0,644,96,0,23,0,16.7
323,155,35,1004,0,646,96.3,0,14,0,16.7
324,138,0,1003.8,0,648,96.6,0,21,0,16.69
325,161,35,1004.2,0,650,97,0,9,3,16.69
326,236,0,1004.4,0,652,97.3,0,18,3,16.63
327,237,0,1004.3,0,654,97.5,0,14,0,16.65
328,237,0,1004.5,0,656,97.5,0,24,0,16.78
329,237,0,1004.4,0,658,97.5,0,17,0,16.83
330,230,20,1004.3,0,660,97.5,0,33,1,16.93
331,114,29,1004,0,662,97.5,5,8,8,17.17
332,130,39,1004.2,0,664,97,4,13,6,17.23
333,80,8,1004.8,0,666,96.1,2,30,7,17.16
334,88,13,1004.5,0,668,95.7,2,32,4,17.12
335,109,8,1003.9,0,670,95.5,4,50,6,17.12
336,105,15,1004.4,0,672,95.4,2,82,4,17.21
337,77,1,1004.4,0,674,95.4,1,57,4,17.28
338,112,32,1004.5,0,676,95.3,0,59,4,17.32
339,118,24,1004.1,0,678,94.9,3,45,5,17.45
340,141,15,1004.5,0,680,94.1,2,57,5,17.56
341,123,18,1004,0,682,93.1,4,55,6,17.71
342,136,15,1002.8,0,684,91.7,6,63,8,17.83
343,153,30,1003.3,0,686,90.9,4,150,8,17.98
344,141,29,1003.2,0,688,89.7,4,125,6,18.34
345,173,56,1004.2,0,690,88.4,5,199,9,18.74
346,236,23,1003.8,0,692,86,5,243,9,19.5
347,205,27,1003.9,0,694,80.4,4,151,6,19.77
348,206,40,1004.6,0,696,78.6,5,105,7,19.62
349,242,18,1004.7,0,698,78.9,6,100,9,19.39
350,227,22,1004.5,0,700,79,4,146,6,19.47
351,209,28,1004.2,0,702,78.4,3,204,6,19.77
352,173,19,1003.7,0,704,76.5,4,309,6,20.14
353,175,20,1004,0,706,74,4,178,8,20.4
354,195,28,1004.2,0,708,74.9,4,118,6,20.02
355,237,16,1004.9,0,710,75,2,164,5,20.04
356,250,15,1005.1,0,712,75.5,3,208,6,20.35
357,282,19,1006.1,0,714,73.7,7,213,10,20.47
358,302,24,1005.5,0,716,74.5,4,203,8,20.47
359,318,37,1005.6,0,718,75.2,2,153,6,20.59
360,297,19,1005.9,0,720,74.4,5,255,7,20.85
361,270,23,1005.5,0,722,72.8,5,247,8,20.9
362,274,21,1004.9,0,724,71.6,4,437,6,21.31
363,285,42,1004.8,0,726,69.9,4,249,5,21.07
364,266,18,1004.4,0,728,69.6,2,404,5,21.4
365,58,41,1003.6,0,730,69.1,1,266,5,21.53
366,110,56,1003.6,0,732,68.2,3,153,6,21.63
367,96,22,1002.9,0,734,69.2,5,208,8,21.23
368,87,13,1002.6,0,736,69.1,5,307,7,21.35
369,95,15,1002.4,0,738,67.5,7,205,10,21.71
370,89,14,1002,0,740,68.2,7,221,10,21.52
371,75,28,1001.9,0,742,66.4,4,731,7,22.66
372,67,30,1002,0,744,61.4,4,619,7,23.24
373,53,18,1001.7,0,746,61.1,6,481,9,23.53
374,33,20,1000.9,0,748,56.3,6,1261,9,25.09
375,39,18,1000.6,0,750,51.8,7,530,12,24.99
376,40,14,1000.4,0,752,50.3,8,419,10,25.19
377,39,18,1000.2,0,754,48.6,7,386,12,24.92
378,36,19,1000.2,0,756,48.4,8,671,10,25.65
379,38,17,1000.1,0,758,47.1,10,694,16,26.37
380,33,18,1000.1,0,760,47.3,9,444,14,25.8
381,33,21,999.9,0,762,41.5,9,509,15,26.28
382,22,20,1000.4,0,764,39.5,10,1104,15,27.49
383,14,20,1000.4,0,766,38.2,10,392,18,27.16
384,22,15,1000.3,0,768,41.9,12,161,19,26.34
385,15,17,1000.3,0,770,43.9,9,135,16,26.17
386,7,21,1000.1,0,772,42.6,7,137,11,26.25
387,1,16,1000.2,0,774,43.5,8,101,13,26.03
388,10,20,1000,0,776,43.5,6,189,9,26.39
389,29,16,999.9,0,778,43.2,6,114,9,26.52
390,23,15,999.9,0,780,39.1,7,216,10,26.72
391,28,17,999.7,0,782,39,7,432,12,27.28
392,20,17,999.7,0,784,37.4,6,375,10,27.75
393,14,22,999.6,0,786,36.4,7,210,10,27.46
394,1,16,999.8,0,788,36.4,6,58,11,26.89
395,358,14,999.8,0,790,37.3,7,57,12,26.63
396,359,11,999.6,0,792,38.4,5,48,8,26.47
397,348,12,999.5,0,794,38.4,4,56,6,26.49
398,337,10,999.8,0,796,39.5,4,55,6,26.4
399,320,18,999.9,0,798,39.1,5,50,7,26.24
400,304,20,1000.4,0,800,40.7,9,18,18,26.12
401,302,19,1000.5,0,802,52.5,14,48,23,24.64
402,303,23,1000.6,0,804,53.6,12,43,21,23.98
403,304,21,1000.9,0,806,56.5,11,44,19,23.45
404,303,21,1001.5,0,808,60.5,13,43,20,23.01
405,301,22,1001.9,0,810,61.2,15,37,23,22.35
406,304,20,1001.5,0,812,64.2,14,55,22,22.07
407,313,23,1002,0,814,61.7,18,27,28,21.67
408,315,23,1001.6,0,816,58.8,13,24,23,21.76
409,314,23,1001.9,0,818,56.6,15,31,30,21.82
410,313,22,1001.8,0,820,55.8,18,33,32,21.55
411,317,20,1002.1,0,822,64.3,18,36,29,20.21
412,318,20,1001.9,0,824,66.8,16,14,29,20.03
413,318,23,1002,0,826,67.3,11,22,22,20.05
414,323,24,1001.9,0,828,68.8,12,19,22,20.11
415,324,22,1001.8,0,830,67.4,11,20,23,20.41
416,329,24,1001.7,0,832,64.5,12,19,20,20.64
417,335,22,1001.4,0,834,66.3,11,19,23,20.36
418,339,19,1001.3,0,836,67.6,12,16,23,20.12
419,348,17,1001.4,0,838,67.6,11,12,23,20.13
420,337,18,1001.6,0.3,840,71.2,14,16,21,19.4
421,335,19,1001.3,0.3,842,81.6,12,10,19,18.43
422,340,18,1001,0.5,844,87.8,9,21,18,18.09
423,342,23,1001.2,0.5,846,92.1,8,4,17,17.99
424,351,17,1001,0,848,95.2,9,14,16,18.02
425,328,35,1001.2,0,850,97.6,8,24,16,18.14
426,270,21,1001.1,0,852,96.8,11,9,18,17.69
427,266,22,1001.2,0,854,96.7,11,27,20,17.51
428,249,23,1001.2,0,856,97.3,9,12,18,17.19
429,250,24,1001.4,0,858,97.3,9,25,16,17.15
430,247,24,1001.3,0,860,97.1,9,14,14,17
431,238,21,1001.3,0,862,97.2,7,13,14,16.95
432,247,22,1001.5,0,864,96.7,7,30,14,16.88
433,246,20,1001.6,0,866,95.4,8,16,12,17.02
434,239,21,1001.4,0,868,93.8,8,7,11,17.06
435,238,29,1001.2,0,870,91.8,8,22,14,16.78
436,236,28,1001.4,0,872,93,4,20,9,16.57
437,256,21,1001.4,0.5,874,93.5,7,20,16,16.42
438,257,18,1001.4,0,876,95.1,9,19,15,16.04
439,276,16,1001.4,0.2,878,96.9,5,5,11,16.11
440,285,19,1001.3,0,880,97.5,6,18,9,16.04
441,298,15,1001.5,0,882,96.9,7,20,11,15.88
